180807_FL-10.txt;6;5;3;4;2;1
180807_FL-1.txt;54;55;57;56;58;59
180807_FL-2.txt;47;60;49;48;50;51
180807_FL-3.txt;52;53;46;45;43;44
180807_FL-4.txt;39;41;40;37;42;38
180807_FL-5.txt;35;36;34;33;31;32
180807_FL-6.txt;30;29;27;28;26;25
180807_FL-7.txt;23;24;21;22;20;19
180807_FL-8.txt;18;17;16;15;14;13
180807_FL-9.txt;12;11;9;10;7;8
